customer_id,customer_name,country,loyalty_program
141409084,Ryan Johnson,Italy,Bronze
115014134,Brenda Williams,Italy,Basic
132556899,Robert Schultz,UK,Bronze
152266214,Kayla Young,Spain,Basic
413477736,Sarah Richards,Mexico,Basic
930116851,Michael Watkins,Germany,Gold
621286733,Yvette Sims,Italy,Basic
172092615,Amanda Morgan,Brazil,Platinum
502238919,Heather Huffman,Brazil,Gold
535047267,Barry Peters,USA,Basic
423240582,Shirley Rios,Brazil,Platinum
232009561,Adam Torres,Italy,Basic
303104065,Rebecca Hodges,Brazil,Silver
906002919,Alexander Nguyen,Brazil,Basic
9780419,Andrea Robertson,Spain,Bronze
948529631,Tina Jones,UK,Silver
821184955,Rachel English,Mexico,Bronze
431121245,Daniel Gonzalez,USA,Silver
210009538,Michelle Arnold,Italy,Silver
79954113,Megan Ward,Mexico,Bronze
821772671,Michael Martin,UK,Gold
670200551,Donna Wilson,Spain,Basic
104810954,Robert Wilson,Mexico,Bronze
365090064,Ms. Stacey Sanchez,Italy,Gold
214736772,Erin Martinez,Mexico,Bronze
49644109,Stephanie Potter,USA,Basic
358599735,Darlene Robinson,Brazil,Bronze
160923818,Shane Miles,Germany,Bronze
659276886,Ann Grant,Italy,Basic
662962359,Melanie Bryan,UK,Silver
545725317,Russell Miller,Brazil,Silver
322897671,Antonio Larson,Brazil,Gold
396521185,Richard Webb,Italy,Silver
448256709,Jessica Brown,UK,Gold
779810937,Brandon Randall,USA,Silver
286111130,Todd Meza,France,Silver
627553348,Joseph Williams,Brazil,Basic
676410705,Bryan Cox,Mexico,Basic
731924936,Paul Smith,France,Basic
753178601,Ashley Mckinney,Spain,Basic
474561557,Mrs. Christine Clark,Italy,Bronze
444412542,Charles Ryan,France,Bronze
833120169,Miss Cynthia Martin,Brazil,Gold
791099255,William Johnson,USA,Silver
557931857,Amanda Schmidt,France,Silver
712060614,Christina Smith,Brazil,Bronze
337889280,Justin Durham,Germany,Bronze
573440825,Randy West,Italy,Bronze
726708356,George Marshall,UK,Silver
207442077,Caroline Martinez,France,Basic
321511037,Chad Walters,France,Platinum
320561201,Adrian Lopez,UK,Silver
742139461,Anthony Flowers,Brazil,Bronze
375524558,Dennis Scott,UK,Basic
616766024,Matthew Price,Mexico,Gold
424625992,Olivia Carter,Italy,Platinum
864949678,Hannah Larsen,Germany,Basic
309840720,Benjamin Ortiz,Spain,Bronze
475997731,Andrew Jackson,UK,Silver
230766590,Priscilla Norton,France,Gold
292126537,Derek James,UK,Basic
662078179,John Hoover,France,Basic
720228743,Erica Stephens,France,Silver
57361897,Misty Taylor,Spain,Bronze
771257350,Haley Douglas,Brazil,Basic
828603754,Cory Martinez,Germany,Basic
591936560,Joanna Bell,Germany,Bronze
946588000,Samuel Rose,Brazil,Bronze
215164216,Ian Thomas,UK,Bronze
694527609,Troy White,USA,Platinum
97057712,Jessica Ortega,France,Bronze
777441691,Paul Gilmore,USA,Platinum
188974375,Kevin Moses,Mexico,Gold
189751681,Anthony Fuller,USA,Platinum
427269674,David Young,Brazil,Basic
805236062,Christine Villarreal,UK,Gold
10950544,Adam Robinson,UK,Silver
116213239,Sandra Larson,Italy,Basic
689603957,Joe Vega,Brazil,Gold
145096091,Jason Ward,Brazil,Basic
869457290,Alejandro Yoder,Spain,Bronze
786033297,Shawn Mueller,Brazil,Silver
772588919,Kristina Case,Germany,Basic
362971444,Alyssa Jacobs,UK,Silver
814126162,James Sparks,France,Basic
920280306,Nichole Pham,Mexico,Gold
554278397,Mark Stevens,Italy,Basic
719608005,Blake Benson,Spain,Basic
151980852,Melissa Mcgrath,Brazil,Bronze
267338529,Stephanie Cooper,USA,Basic
253889019,Wesley Lewis,Brazil,Gold
354932473,Russell Good,UK,Silver
616122372,Aaron Nelson,USA,Basic
387066116,Stacy Price,France,Basic
127942964,Paul Parker,Brazil,Bronze
436312769,Nicole Stone,UK,Silver
686811060,Nichole Bowman,UK,Bronze
238135066,Jennifer Clark,France,Platinum
514443905,James Barnes,Germany,Bronze
651407244,David Fields,Italy,Bronze
590736058,Danielle Gardner,Brazil,Gold
862135562,Rebecca Howell,France,Gold
731511568,Edward Barber,Spain,Bronze
568121569,Gerald Williams,Italy,Basic
606771555,Jessica King,Spain,Basic
589033900,Susan Wright,France,Silver
161902774,Jim Jackson,Germany,Bronze
559712474,Cynthia Bryant,Brazil,Basic
221548167,Mr. Richard Owens,Brazil,Basic
549011361,David Hicks,Brazil,Gold
487869229,Richard Frazier,Germany,Bronze
491483627,Rebekah Hill,USA,Silver
723378827,Jodi Alexander,UK,Silver
426146690,Tyler Holmes,UK,Gold
801801470,Evan Lewis,France,Silver
49629555,James Hernandez,Mexico,Bronze
69461684,Aaron Molina,USA,Platinum
75108740,Ashley Butler,Brazil,Basic
440017530,Thomas Harvey,Germany,Gold
823301213,Thomas Moore,Mexico,Bronze
958062174,Robert Williams,Mexico,Bronze
985744808,Jasmine Smith,Mexico,Bronze
734076128,Erica Hinton,Germany,Silver
374415078,Dr. Nancy Adkins,Spain,Basic
577876906,Keith Lopez,Mexico,Bronze
782531720,William Galloway,France,Gold
812941471,Cole Cameron,USA,Platinum
498146648,Kristin Jones,Mexico,Bronze
885076542,Rodney Ross,France,Basic
372686188,Diana Johnson,Germany,Basic
940747623,Tyler Brooks,Spain,Basic
709881871,Patrick Smith,Mexico,Silver
949926442,Linda Hays,USA,Basic
73253060,Raymond Palmer,Spain,Silver
480362443,Kenneth Huerta,USA,Basic
48498828,Natasha Barnes,Mexico,Bronze
580562681,David Gray,France,Gold
834291969,Carly Jordan,USA,Basic
311594268,Denise Castaneda,France,Gold
786460919,Deborah Garcia,Italy,Silver
830506584,Craig Holloway,Italy,Basic
941875214,Lisa Lynch,Germany,Platinum
560689063,Dennis Phillips,France,Bronze
296444277,Michael Turner,USA,Silver
636297732,Jonathan Pittman,Germany,Silver
459703133,Frances Everett,Brazil,Basic
370812603,Alejandra James,Mexico,Gold
343238518,Travis Johnson,Mexico,Bronze
323002819,Stephanie Patterson,Mexico,Basic
578596076,Edward Williams,Brazil,Basic
242961866,Angela Beard,UK,Gold
155996504,Brandi Lewis,Brazil,Platinum
604857319,Suzanne Ruiz,Mexico,Platinum
599382096,Alan Thomas,Germany,Bronze
274799489,Dominic Martinez,France,Bronze
85901228,Mary Chapman,Brazil,Gold
100282456,Anne Rice DVM,France,Basic
405981031,Gary Harris,USA,Gold
203038796,Patrick Carson,France,Bronze
934590437,Meredith Mcdaniel,Italy,Bronze
977025048,Stephanie Miller,USA,Basic
205036387,John Jones,Spain,Silver
810956465,Megan Guerrero,Brazil,Platinum
747923032,Christine King,France,Bronze
257979659,Vanessa Lawson,Italy,Gold
409732434,Natalie Webster,Brazil,Bronze
386752015,Chase Castro,UK,Basic
551632566,Jessica Price,Brazil,Bronze
863017778,Courtney Costa,Brazil,Gold
344847870,James Chapman,France,Bronze
445454140,Jessica Garcia,USA,Silver
238591250,Nicole Carpenter,Germany,Basic
595113766,Leslie Brady,Mexico,Basic
211659326,Nathan Snow,Italy,Basic
612806831,Rachel Parker,France,Bronze
703879944,George Hopkins,Italy,Basic
883177625,Ashley Chang,Brazil,Platinum
690014168,Ian Richards,Brazil,Bronze
787808192,John Hodges,Italy,Basic
774430762,Suzanne Williams,Brazil,Basic
955947893,Daniel Buchanan,USA,Bronze
901942933,Nathan White,Spain,Platinum
718490982,Michael Lawson,USA,Gold
443802779,Brian Smith,Germany,Gold
249499712,William Parsons,Spain,Silver
10815572,John Thomas,France,Bronze
401721199,Lisa Gonzalez,USA,Silver
716922437,Jose Smith,Brazil,Silver
17891857,Robert Chapman,USA,Bronze
442671360,Jennifer Hancock,USA,Basic
776448533,Jonathan Nelson,UK,Bronze
308829477,Garrett Hart,USA,Bronze
750320474,Rachel Johnson,Mexico,Gold
977861712,Paul Smith,Germany,Basic
104416251,Kenneth Smith,Germany,Basic
666484610,Elizabeth Richardson,UK,Gold
288037751,David Bowman,Mexico,Basic
436968611,Victoria Harris,Brazil,Silver
749651792,Eric Johnson,France,Basic
890124880,Daniel Simmons,Spain,Silver
922505800,Catherine Lee,USA,Basic
408231644,Bryan Collins,Mexico,Silver
61252954,Timothy Hooper,USA,Silver
89783547,Jacqueline Daugherty,Brazil,Gold
693463878,Alexandra Smith,Italy,Silver
922227867,James Robinson,Spain,Gold
987932176,Melissa Mccoy,USA,Basic
968734470,Mr. Steven Phillips IV,Brazil,Basic
993308459,Michael Graham,Spain,Silver
302048226,David Daniel,USA,Basic
914139681,Rhonda Graves,Italy,Basic
223434334,Michael Holden,Germany,Gold
766268035,Monica Allen,Mexico,Platinum
322346113,Robin Marshall,Germany,Silver
609485104,Jack Harris,Mexico,Silver
581424495,Laura Huang,Italy,Bronze
795295332,Ashley Fisher,Germany,Gold
741141559,Stephanie Brewer,Spain,Bronze
372363809,Mary Woods,USA,Basic
250262723,Robin Martin,Spain,Bronze
826713533,Teresa Reynolds,Mexico,Platinum
351444259,Rhonda Allen,USA,Silver
842328406,Laura Woodard,Brazil,Bronze
383049366,Mckenzie Powell,Mexico,Bronze
730816799,Joseph Roach,Mexico,Basic
665233758,Carrie Burke,UK,Gold
766694462,Christopher Everett,Spain,Basic
166593497,Courtney Brown,Mexico,Silver
681645895,Alicia Martinez,Germany,Silver
341030663,Karen Hammond,Italy,Basic
6578324,Kevin English,UK,Bronze
818489574,Jesse Lloyd,UK,Basic
94734690,Todd Gilbert,Germany,Bronze
599058121,Christine Osborne,Mexico,Basic
97227496,Jesse Brooks,Italy,Silver
641942859,Rhonda May,Italy,Gold
14250637,Kevin Farrell,UK,Bronze
837626463,Peter Browning,Spain,Silver
601797791,Connie Moore,France,Silver
183088279,Lindsay Olsen,Mexico,Basic
289749542,Richard Ramirez,UK,Basic
157696327,Emily Marsh,Spain,Basic
297311802,Michelle Nelson,Mexico,Basic
841381893,Alexander Diaz,Spain,Bronze
265774064,Sean Patterson,Brazil,Silver
210968304,Ross Kim,Brazil,Basic
328124037,Anna Grimes,USA,Platinum
357715514,Michelle Hernandez,Mexico,Gold
354842723,Lucas Frye,Brazil,Bronze
876610118,Donna White,Germany,Bronze
648693166,Karina Brown,France,Bronze
191736564,Wendy Williams,Mexico,Platinum
313940071,Jeremy Salas,Brazil,Platinum
840638591,Alicia Houston,France,Bronze
301969989,Lorraine Gillespie,Mexico,Bronze
606429879,Cynthia Williams,France,Silver
586864775,Ann Mccann,Germany,Silver
591664472,Dana Smith,USA,Platinum
496663087,Mario Thomas,France,Bronze
313814503,Sarah White,Spain,Gold
855330018,Danielle Flores,Mexico,Silver
150442440,Julia Allen,UK,Basic
708233980,April Wilson,Germany,Silver
848264726,Blake Mitchell,Mexico,Basic
643026586,Richard Mckay,Brazil,Silver
574772626,Daniel Myers,Mexico,Bronze
850030118,Matthew Little,Italy,Silver
873197233,Richard Mitchell,Spain,Basic
267535973,Nicholas Briggs,Italy,Basic
658857890,Elizabeth Wilkinson,USA,Silver
693596980,Rhonda Patterson,Mexico,Platinum
357049246,Paula Jones,Mexico,Basic
106877984,Michelle Jones,UK,Basic
802927335,Christine Gibson,France,Bronze
420977113,Terri Cole,Brazil,Gold
632993655,Christopher Hahn,Germany,Bronze
27373949,Andrew Brown,Brazil,Basic
447650213,Marcus Zuniga,Spain,Basic
784993370,Rachel Matthews,Germany,Bronze
369365044,Cassandra Cherry,Brazil,Gold
560542785,Laura Paul,Brazil,Bronze
105821934,Michael Johnson,Brazil,Silver
486811477,Anthony White,Italy,Basic
48978060,Casey Clark,Spain,Basic
369377143,Anne Hill,Spain,Silver
177473863,Jessica Ashley,France,Bronze
593609167,Roberto Price,Germany,Bronze
458810637,Vincent Rodriguez,Brazil,Basic
435916368,Erica Arias,Germany,Basic
706778992,Gwendolyn Porter,Mexico,Bronze
792764728,Elizabeth Rice,France,Bronze
462228852,Chelsea Smith,Mexico,Basic
231635563,Lauren Welch,France,Basic
756656265,Paul Walter,Spain,Silver
859459117,Amanda Lloyd,Germany,Bronze
212606895,Wayne Adams,Brazil,Basic
721160169,Susan Porter,Brazil,Bronze
687237617,Jasmine Murillo DDS,Italy,Silver
657387421,James Harris,Mexico,Silver
374581239,Stacy Schultz,Italy,Gold
663888128,Marcus Pace,Germany,Gold
759049231,Tiffany Bowen,UK,Platinum
634688460,Lauren Webb,Spain,Silver
337280635,Jody Lowe,Spain,Basic
126572934,Carrie Williams,Germany,Bronze
152782582,Jennifer Ashley,Mexico,Bronze
149033880,Monica Diaz,Mexico,Bronze
523558165,Eric Wells,Germany,Silver
526749126,Theresa Dougherty,UK,Basic
338777716,Ryan Wyatt,Brazil,Silver
930347423,Jeffrey Christensen,Italy,Platinum
521344871,Mark Kelly,Germany,Basic
413256916,Keith Reynolds,Brazil,Bronze
528986647,Erin Gordon,Mexico,Silver
477582183,Samuel Ramos DVM,Brazil,Basic
608091264,David Brown,USA,Gold
237791759,Crystal Robinson MD,UK,Basic
242423782,Adrian Blevins,UK,Basic
492045102,Robert Solis,Brazil,Bronze
122559383,Julie Myers,Spain,Basic
584155818,Michael Parker,Italy,Bronze
813593046,Scott Garner,USA,Gold
474913756,Lee Gross,France,Platinum
110968815,Justin Davenport,France,Basic
35607126,Tracy Flynn,Brazil,Basic
926779799,Lori Marks,Spain,Bronze
127042285,Joel Thompson,France,Basic
793005907,Tracy Franco,Italy,Gold
656263618,William Hart,Mexico,Basic
150502403,Jacqueline Scott,France,Gold
865835149,Sandy Crawford,USA,Silver
572532152,Leslie Peterson,UK,Silver
181793819,Kelli Morris,Italy,Platinum
315214115,Kathryn Fitzgerald,UK,Silver
922288574,Richard Perez,Spain,Basic
806407446,Derrick Webb PhD,Mexico,Platinum
298773877,Mr. Brian Parker,Germany,Silver
143475723,Alexander Evans,France,Basic
346848708,William Schroeder,France,Gold
727101325,Michael Armstrong,Mexico,Bronze
621005941,Ronnie Smith,UK,Silver
403838221,Elizabeth Thomas,Brazil,Basic
854193777,Mr. Brian Logan,Spain,Bronze
806094179,John Rosales,UK,Silver
943012342,Wendy Gonzalez,Italy,Bronze
525033772,Michael Brown,Italy,Silver
933982604,Amanda Barajas,Spain,Silver
493256138,Christina Trevino,Italy,Gold
855352670,Krystal Webb,Mexico,Basic
462325766,Dominic Marshall,France,Bronze
347673808,Gina Brennan,UK,Bronze
621551525,Jason Foster,Germany,Silver
522127607,Joseph Salas,Italy,Gold
819464025,Kevin Evans,USA,Basic
673355141,Jason Moore,Brazil,Basic
998970944,Kathleen Marquez,Germany,Bronze
1725768,Benjamin Juarez,Mexico,Basic
740369897,Jessica Green,Germany,Gold
325125621,Katelyn Meyer,Germany,Gold
942236754,Emily Montgomery,UK,Basic
388014547,Susan Curry,UK,Basic
714510897,Cynthia Gentry,Germany,Basic
672737478,Michael Harding,UK,Silver
811924352,James Wilson,France,Bronze
98924383,Dr. Jeffrey Thomas Jr.,Spain,Basic
512967311,Madeline Johnson,Spain,Basic
243870588,Alyssa Drake,Brazil,Basic
747891707,William Foster,Italy,Gold
924783352,Kimberly Armstrong,Mexico,Silver
513926731,Cody Webb,Spain,Basic
96918514,Barbara Martin,Spain,Basic
395666352,Brian Tapia,UK,Basic
831496866,Michael Beasley,Germany,Silver
728070406,Anthony Miller,Germany,Basic
605829337,Caitlin Gonzalez,USA,Silver
177218805,Julia Jones,Brazil,Bronze
229766544,Molly Dixon,Germany,Platinum
662506578,Aaron Arias,Brazil,Gold
94080561,Daniel Evans,Spain,Basic
133239057,Billy Davis,Mexico,Bronze
462052655,Johnny Williams,Italy,Gold
267058599,Jason Bradford,UK,Silver
267467312,Lauren Brown,UK,Gold
742393046,Jessica Robertson,USA,Gold
707957378,Donald Thompson,UK,Basic
652682766,Patrick Lopez,France,Silver
318335858,Brittany Davis,USA,Gold
853312670,Kristen Jones,France,Bronze
122057584,Savannah Shaw,France,Bronze
638727239,Carol Matthews,Spain,Bronze
13956853,Kimberly White,Italy,Platinum
142715543,Edward Gardner,Mexico,Gold
611293796,Leslie Cook,Mexico,Bronze
734303441,John Phillips,Germany,Gold
828175323,Mary Kelley,Spain,Basic
73512549,James Jacobs,USA,Basic
43763764,Scott Ramirez,USA,Platinum
428322429,Jonathan Chase,UK,Silver
538997228,Carlos Bentley,Mexico,Bronze
432942087,Christopher Thomas,Spain,Silver
578303044,Jeffrey Zimmerman,Germany,Basic
333759989,Casey Flores,Spain,Bronze
219181642,John James,Germany,Bronze
420544755,Bianca Hughes,Spain,Bronze
470747059,Taylor Martin,France,Basic
93570281,Jacob Moore,Mexico,Basic
658448675,Dean Mora,USA,Bronze
797387342,Cameron Daniel,Germany,Basic
761102491,Johnny Alvarado,Germany,Silver
176913951,Kathryn Coleman,Brazil,Platinum
562572729,Bradley Garcia,UK,Basic
137290703,Brian Meza,UK,Silver
127762436,Matthew Cruz,USA,Bronze
461983746,Michael Carter,UK,Bronze
283340033,Trevor Rodriguez,Spain,Bronze
549447868,Michael Miller,Italy,Basic
923730540,Danielle Santos,Germany,Bronze
274928805,Paul Brown,Spain,Gold
724831302,Matthew Peters,Spain,Basic
547346564,Juan Franco,USA,Basic
927562417,Patricia Barr,USA,Basic
507553372,Juan Mcintosh,Italy,Bronze
162152186,Anthony Powell,Germany,Platinum
921717720,Mr. Manuel Miller,USA,Silver
982343836,Jessica Cummings,Mexico,Basic
267570563,Joe Fox,Mexico,Platinum
344527737,Manuel Li,UK,Gold
614682070,Savannah Martin,Italy,Basic
723977979,Christopher Craig,USA,Basic
864651372,Tiffany Anderson,USA,Platinum
75009197,Thomas Hayes,Brazil,Gold
831568802,Heather Walker,UK,Bronze
594877361,Antonio Gutierrez,Brazil,Basic
216469014,Amanda Castillo,UK,Silver
327320130,Jason Adams,France,Bronze
636323297,Sheila King,Brazil,Platinum
834101205,Brian Martin,France,Silver
587863518,David Harper,France,Basic
441272920,Jessica Johnson,USA,Basic
372969615,Robin Gordon,USA,Platinum
2569849,Steven Preston,Mexico,Gold
781841206,Joseph Casey Jr.,UK,Basic
569883968,Joshua Mercado,France,Bronze
65311845,Sara Hendricks,Germany,Silver
100886596,Richard Acevedo,USA,Platinum
964455083,Miranda Rhodes,Mexico,Silver
400960213,Scott Tran,Brazil,Platinum
92163279,Mark Cook,Spain,Bronze
685205125,Brittany Andersen,Mexico,Basic
610692870,Christopher Baldwin,USA,Bronze
141346956,Eileen Rush,France,Basic
914661632,Christine Roberts,Italy,Platinum
422929719,Dominic Harmon,Italy,Bronze
293010397,James Jenkins,France,Basic
218661025,Rebecca Werner,Germany,Gold
628825475,Felicia Baldwin,Spain,Basic
177496293,Jared Jackson,Brazil,Bronze
437489528,Monica Roberts,Spain,Bronze
828142786,Joyce Barrett,France,Bronze
498514616,Sarah Guzman,UK,Gold
98088689,Kimberly King,Germany,Gold
327648350,Greg Wilson,USA,Basic
920738544,Beverly Williams,Italy,Basic
764599447,Kelly Morgan,France,Platinum
426464250,Anthony Meadows,USA,Silver
280351967,Steven King,Germany,Basic
435212844,Isaac Yates,Brazil,Silver
591687810,Raymond Harris,France,Basic
110422179,Whitney Rodriguez,Germany,Basic
67216779,Glenda White,France,Basic
885412594,Sarah Watkins,Mexico,Bronze
677776838,Kelly Soto,Spain,Silver
278906552,Amanda Wheeler,Spain,Basic
70226321,Kimberly Long,France,Platinum
477130756,Brandon Adams,Germany,Basic
910755066,Tyler Kelly,Italy,Basic
495989531,Alan Crawford,USA,Basic
617203465,Rachel Gonzalez,Mexico,Gold
425126612,Kevin Jackson,Brazil,Basic
734594284,Alan Chavez,Mexico,Basic
231549659,Michael Johnston,Germany,Basic
479901124,Kenneth Hernandez,Germany,Basic
665835755,Nicholas Molina,France,Silver
536680789,Jacqueline George,Mexico,Gold
515355545,Jose Thomas,USA,Basic
412259527,Robert Nguyen,Germany,Bronze
691042893,Christopher Scott,France,Silver
862321417,Corey Cunningham,USA,Platinum
840575663,William Gray MD,Italy,Bronze
840059557,Cynthia Mccarthy,Brazil,Bronze
608363258,Jeremy Brown,Italy,Bronze
194075824,Scott Hernandez,USA,Bronze
236171142,Jennifer Gonzalez,USA,Gold
836949119,Linda Chan,UK,Basic
507467254,Jessica Garcia MD,Italy,Gold
250926429,William Ward,Germany,Basic
706302800,Melissa Carroll,France,Basic
877479512,Pamela Davis,USA,Gold
236591393,Cristian Ramirez,Mexico,Bronze
902108031,David Christian,Germany,Basic
637212983,Jerry Thompson,Italy,Gold
750070816,Michelle Steele,Italy,Platinum
31286569,Joseph Holmes,Italy,Platinum
606167856,Kristen Campbell MD,Germany,Silver
203114356,Jeffrey Stanley,Brazil,Bronze
189502642,Lori Watts,Brazil,Basic
61309911,Julian Mayer,France,Silver
22397518,Jamie Peck,Brazil,Basic
986583524,Scott Warren,France,Gold
366887237,Douglas Bauer,Germany,Platinum
907543133,Isabella Morgan,Italy,Basic
159604568,Jessica Sherman,Germany,Gold
909901933,Kevin Gordon,Italy,Platinum
402140044,Kimberly Davis,Mexico,Silver
362379699,Cheryl Burton,UK,Bronze
170118504,Kyle Richards,Mexico,Gold
524127037,David Simmons,Italy,Basic
604418543,Jessica Barnett,Italy,Basic
633380409,William Brown,Germany,Bronze
789121101,Robert Clay,UK,Basic
783576281,Eric Cantu,USA,Platinum
616076673,Mr. Robert Barker PhD,Mexico,Gold
828672827,James Henson,USA,Basic
342682804,Shawna Cruz,France,Silver
112787506,Nicholas Taylor,Brazil,Basic
801306310,Donna Anderson,Spain,Basic
344080569,Savannah Jenkins,Germany,Silver
96268824,Stanley Cardenas,Italy,Bronze
285769690,Kimberly Caldwell,France,Basic
73794091,Robert Curtis,Italy,Basic
117001265,Tyler Wallace,USA,Basic
471535289,James Michael,Mexico,Platinum
950780478,Michael Smith,Mexico,Bronze
407639535,Michael Miles,Italy,Bronze
109908082,Jimmy Wagner,Brazil,Gold
621682356,Sarah Adams,France,Basic
80144854,Tony Alexander,USA,Basic
343219677,Andrew Mercado,UK,Platinum
80672074,Jessica Harmon,Italy,Basic
404144836,Edward Martinez,Germany,Silver
588386446,Michael Jones,Spain,Bronze
659896006,Nathan Poole,Brazil,Silver
464129902,Scott Smith,Germany,Silver
467219118,Kelly Hamilton,Germany,Basic
356510103,Julie Williams,France,Platinum
440460908,Robert Jones,UK,Silver
320331516,Kyle Gordon,France,Basic
422875543,Samantha Wolf,Brazil,Basic
388437109,Michael Williams,USA,Bronze
317270056,Gary Becker,Brazil,Basic
